year,month,date,url,article
2017,1,1,http://nasional.kompas.com/read/2017/01/01/22514341/11.orang.korban.km.zahro.ekspress.telah.dipulangkan.dari.rs.atma.jaya,"JAKARTA, KOMPAS.com - Berbagai pihak terus berupaya menyelamatkan dan mengindentifikasi korban Kapal Motor (KM) Zahro Expres yang terbakar pada Minggu (1/1/2017). Kapal tersebut terbakar saat hendak pergi ke Pulau Tidung.Koordinator komunikasi Ambulan Gawat Darurat (AGD) Dinas Kesehatan DKI Jakarta Bagus Panjie W mengatakan, ada 31 orang pasien yang ditangani RS Atma Jaya.""Beberapa diantaranya telah pulang,"" kata Bagus di RS Atma Jaya, Jakarta, Minggu (1/1/2017).Dari jumlah tersebut, Bagus menuturkan, 11 orang telah dipulangkan. Para korban itu pulang ke berbagai daerah, diantaranya ke Cikarang, Pamulang, Bintaro, dan Bogor.Menurut Bagus, selain korban yang telah pulang, sisanya dirujuk ke berbagai rumah sakit. Diataranya Rumah Sakit Pusat Angkatan Darat Gatot Soebroto, Rumah Sakit Umum Daerah Budi Asih, Rumah Sakit Cipto Mangunkusumo, dan Rumah Sakit Pertamina.""Ada dua korban meninggal dunia yang ada di RS Atma Jaya,"" ucap Bagus.Kapal  Zahro Express yang berisi ratusan penumpang itu sedianya akan berlabuh di Pulau Tidung, Kepulauan Seribu. Para penumpang adalah wisatawan yang ingin berlibur pada awal tahun 2017 ini.Namun, dalam perjalanan ke Pulau Tidung, kapal terbakar saat posisinya sedang di tengah laut. Mereka sudah dievakuasi ke kapal lain dan dibawa ke daratan.Sementara itu, petugas di lokasi masih mencari tahu lebih lanjut apa penyebab kapal itu terbakar.Berdasarkan data yang dilansir Badan Nasional Penanggulangan Bencana (BNPB) terdapat 23 orang korban meninggal dunia. Selain itu, ada belasan penumpang lain yang masih hilang, luka-luka, dan selamat pulang ke kediaman masing-masing."
2017,1,1,http://nasional.kompas.com/read/2017/01/01/22164141/jasa.raharja.cek.status.iuran.asuransi.kapal.zahro.express,"JAKARTA, KOMPAS.com – Direktur Utama PT Jasa Raharja Budi Setyarso mengatakan, pihaknya akan memberikan santunan kepada para korban musibah terbakarnya kapal penumpang  Zahro Express.Namun sebelumnya, Jasa Raharja akan memastikan terlebih dahulu apakah pengelola kapal yang terbakar Minggu (1/1/2017) pagi itu, telah membayar iuran asuransi atau tidak.“Kami akan meneliti apakah kapal Zahro ikut iuran wajib Jasa Raharja atau tidak,” kata Budi di Kantor Kemenhub, Minggu malam.Proses pengecekan tersebut rencananya baru akan dilaksanakan Selasa (3/1/2017) mendatang.Pasalnya, Senin (2/1/2017) esok masih cuti bersama pascalibur tahun baru. Ia menambahkan, besarnya santunan bagi keluarga korban meninggal dunia sebesar Rp 25 juta. Adapun untuk korban luka-luka santunan yang diberikan sebesar Rp 10 juta.""Apabila ada dari BPJS, kami yang pertama dulu memberikan iuran baru dari BPJS,"" jelasnya.Kapal Zahro Express terbakar saat beranjak dari salah satu pelabuhan di Muara Angke menuju Pulau Tidung, Kepulauan Seribu.Penumpang kapal tersebut merupakan wisatawan yang hendak menghabiskan masa liburan awal tahun 2017 dengan rekreasi ke Pulau Tidung, Kepulauan Seribu.Berdasarkan data Badan Nasional Penanggulangan Bencana (BNPB), ada 23 orang meninggal dunia akibat kebakaran Kapal Motor (KM) Zahro Express pada Minggu pagi.Jumlah penumpang yang dinyatakan hilang ada 17 orang, sedangkan jumlah korban yang mengalami luka ada 17 orang. Adapun 194 penumpang yang dipastikan selamat.Terkait hal ini, Kemenhub akan berkoordinasi dengan stakeholders yang kompeten. "
2017,1,1,http://nasional.kompas.com/read/2017/01/01/22110231/kemenhub.terjunkan.5.penyelam.cari.korban.hilang.zahro.express.,"JAKARTA, KOMPAS.com – Kementerian Perhubungan (Kemenhub) akan menerjunkan lima penyelam untuk mencari korban kapal penumpang  Zahro Express yang masih hilang.Akibat musibah kebakaran kapal yang terbakar pada Minggu (1/1/2017) pagi itu, 23 orang meninggal dunia dan 17 lainnya masih dinyatakan hilang.“Kami turunkan penyelam besok pagi untuk menemukan korban yang belum ditemukan,” kata Direktur Kesatuan Penjagaan Laut dan Pantai (KPLP) Kemenhub Viktor Subroto di Kantor Kemenhub, Minggu malam.Selain itu, ia menambahkan, Direktorat KPLP juga akan meneliti kelengkapan dokumen izin pelayaran yang dimiliki kapal tersebut.Hal itu guna mengetahui apakah ada kesalahan di dalam pemberian izin pelayaran kepada kapal atau tidak.“Apakah ada yang tidak sesuai prosedur. Kami juga akan ramp check di Muara Angke apakah sesuai prosedur,” kata dia.Sebelumnya, Direktorat Jenderal Hubungan Laut telah mengirimkan Kapal Patroli KN P.348 dari Pangkalan Penjagaan Laut dan Pantai (PLP) Kelas I Tanjung Priok dan KN 355 dari KSOP Kep Seribu untuk proses evakuasi.Selain itu, telah dikerahkan juga dua unit pompa yang standby di dermaga dan 1 unit Fire Boat.Kapal Zahro Express terbakar saat beranjak dari salah satu pelabuhan di Muara Angke menuju Pulau Tidung, Kepulauan Seribu.Penumpang kapal tersebut merupakan wisatawan yang hendak menghabiskan masa liburan awal tahun 2017 dengan rekreasi ke Pulau Tidung, Kepulauan Seribu.Berdasarkan data Badan Nasional Penanggulangan Bencana (BNPB), ada 23 orang meninggal dunia akibat kebakaran Kapal Motor (KM) Zahro Express pada Minggu pagi.Jumlah penumpang yang dinyatakan hilang ada 17 orang, sedangkan jumlah korban yang mengalami luka ada 17 orang.Adapun 194 penumpang yang dipastikan selamat. Terkait hal ini, Kemenhub akan berkoordinasi dengan stakeholders yang kompeten. "
2017,1,1,http://nasional.kompas.com/read/2017/01/01/22023621/ini.kata.menhub.soal.musibah.kapal.zahro.express,"JAKARTA, KOMPAS.com – Menteri Perhubungan (Menhub) Budi Karya Sumadi meyampaikan duka cita dan bela sungkawa atas musibah terbakarnya kapal penumpang  Zahro Express, Minggu (1/1/2017) pagi.Akibat peristiwa tersebut, 23 penumpang meninggal dunia dan 17 orang lainnya belum ditemukan.“Menyampaikan rasa duka cita mendalam atas musibah kapal tadi pagi dan dalam kesempatan ini saya ingin menyampaikan maaf atas musibah tersebut,” kata Budi Karya di Kantor Kemenhub, Minggu malam.Ia mengatakan, telah berkoordinasi dengan Jasa Raharja agar para korban selamat yang kini masih dirawat di rumah sakit akan mendapatkan perawatan terbaik.Demikian pula bagi keluarga penumpang yang meninggal dunia, agar mendapatkan santunan sesuai dengan ketentuan yang ada.“Dan atas kejadian itu kami juga merasa prihatin karena beberapa waktu yang lalu pada saat dimulai liburan, dua hal kami sampaikan, satu mengadakan ramp check. Kedua, memperhatikann jangan sampai ada kelebihan penumpang,” ujarnya.Ia menegaskan, akan menerapkan standar operasional prosedur yang lebih ketat untuk menghindari terjadinya musibah di masa mendatang.Di samping itu, pihaknya juga akan menindak tegas pihak yang bertanggung jawab apabila ditemukan adanya kelalaian sebelum kapal berlayar.“Apakah pemilik kapal atau penyelenggara kapal, maupun pihak internal Kementerian Perhubungan, akan kami tindak tegas,” ujarnya. "
2017,1,1,http://nasional.kompas.com/read/2017/01/01/21571771/ada.7.787.wna.dideportasi.sepanjang.2016.mayoritas.wn.china,"JAKARTA, KOMPAS.com - Direktorat Jenderal Imigrasi Kementerian Hukum dan HAM telah mendeportasi terhadap 7.787 warga negara asing sepanjang 2016.Direktur Pengawasan dan Penindakan Orang Asing Ditjen Imigrasi, Yurod Saleh menuturkan, alasan mereka dideportasi adalah karena kedapatan melakukan pelanggaran imigrasi.""Realisasi (pelanggaran imigrasi) nya banyak yang denda, kemudian kami lakukan juga Tindakan Administratif Keimigrasian 7.787 orang kami deportasi lah,"" ujar Yurod di lobi Kantor Ditjen Keimigrasian, Jalan Rasuna Said, Jakarta Selatan, Minggu (1/1/2017).""(Paling banyak) dari China,"" sambungnya.Selain deportasi, Ditjen Imigrasi juga menerapkan denda bagi pelanggar imigrasi. Nominalnya bervariasi, namun Yurod menyebutkan ada yang terkena hingga Rp 20 juta perorang.Selain dijatuhi hukuman denda, mereka juga dideportasi dari Indonesia.""Yang jelas kami sudah mengumpulkan Rp 2 miliar lebih lah dari denda itu. Contoh, untuk kasus di Jakarta Selatan, itu Rp 15 juta perorang, kemudian di Sulawesi Utara Rp 20 juta perorang,"" tuturnya.Adapun mengenai besaran denda, kata Yurod, bergantung kepada putusan hakim di pengadilan dan dinilai dari berbagai faktor.""Itu tergantung putusan hakim. Ancaman pidananya sama, tapi hakim menilai dari berbagai faktor,"" ucap Yurod."
2017,1,1,http://megapolitan.kompas.com/read/2017/01/01/21524901/timses.agus-sylvi.pantau.kabar.relawannya.lakukan.pendataan.ke.warga,"JAKARTA, KOMPAS.com - Pemilik akun Facebook Pataresia Tetty menuliskan pengalamannya didatangi oleh orang yang mengaku dari kelurahan dan hendak mendata yang berujung pemasangan stiker pasangan cagub-cawagub nomor satu, Agus Harimurti Yudhoyono-Sylviana Murni.Dua orang wanita yang mendata itu datang pada Kamis (29/12/2016) lalu. Padahal, pihak kelurahan sudah mendata ke rumahnya pada Oktober 2016 lalu.Menurut Tetty, orang yang mengaku dari pihak kelurahan tersebut akhirnya mengakui bahwa dia adalah relawan Agus-Sylvi saat dia datang kembali bersama orang yang mengaku dari Bawaslu DKI pada Sabtu (31/12/2016) malam.Orang yang mengaku dari Bawaslu menyebut wanita yang mendatanya adalah tim sukses Agus-Sylvi. ""Si ibu (yang mendata) itu bilang, 'saya bukan timses, Pak. Saya relawan',"" ujar Tetty saat bercerita kepada Kompas.com di rumahnya, Balekambang, Kramatjati, Jakarta Timur, Minggu (1/1/2017) sore.Ketua tim sukses Agus-Sylvi, Nachrowi Ramli mengatakan akan memantau kabar tersebut. Menurut dia, selama ini timnya berjalan sesuai peraturan yang ada.""Persoalan di lapangan sudah barang tentu kita akan pantau terus. Sekali lagi kami bergerak berdasarkan data di lapangan dan kami bergerak dengan penuh ketertiban dan sesuai dengan aturan,"" kata Nara, sapaan Nachrowi, di Posko Pemenangan Agus-Sylvi, Wisma Proklamasi 41, Menteng, Jakarta Pusat, Minggu malam.Menurut Nara, tim sukses Agus-Sylvi selalu menghindari hal-hal yang melanggar aturan yang berlaku. Salah satu contohnya, selalu mengantongi izin setiap melakukan kegiatan.""Oleh karena itu, kami menghindari sekali kalau ada pelanggaran-pelanggaran, apalagi seperti kami juga dengar ada beberapa kegiatan yang dianggap kami tidak memounyai izin, tapi setelah saya cek, izinnya ada,"" tutur Nara."
2017,1,1,http://nasional.kompas.com/read/2017/01/01/21422821/saat.ibu.korban.km.zahro.ekspress.mengadu.ke.plt.gubernur.dki.jakarta,"JAKARTA, KOMPAS.com - Salah satu keluarga korban Kapal Motor (KM) Zahro Expres yang tenggelam pada Minggu (1/1/2017), mengadu sambil menangis kepada Pelaksana tugas (Plt) Gubernur DKI Jakarta Sumarsono.Peristiwa itu terjadi saat Soni, sapaan akrab Sumarsono, mengujungi korban selamat di Rumah Sakit Atma Jaya, Jakarta.Ase merupakan orang tua dari Dewi (37) alias Ailing. Dewi tinggal di Jalan Poris Indah, Tangerang. Dewi berangkat ke Pulau Tidung bersama suami dan anaknya. Namun, hanya Dewi yang belum ditemukan.""Pak, tolong cepat carikan anak saya ya, pak. Atas nama Dewi ya, pak. Ailing panggilannya,"" kata Ase saat mengadu di ruang tunggu Instalasi Gawat Darurat (IGD) RS Atma Jaya, Jakarta, Minggu (1/1/2017).""Lagi dicari ya, bu. Ibu yang sabar,"" ujar Soni. Kepada Soni, sambil duduk di ruang tunggu IGD RS Atma Jaya.Ase bercerita dirinya sempat diajak pergi ke Pulau Tidung. Namun, Ase membatalkan niat berangkat lantaran diberitahu kakaknya bahwa ombak laut sedang besar.Kepada menantunya, Ase juga meminta untuk membatalkan rekreasi keluarga diawal tahun 2017. Namun, menantunya meyakinkan bahwa tidak akan terjadi masalah.""Mak, jangan takut. Ombak besar kapalnya tidak akan berangkat,"" ucap Ase menirukan menantunya.Meski demikian, ujaran agar membatalkan rekreasi itu kembali disampaikan kepada menantunya.Kekhawatiran Ase terjadi meski dengan penyebab yang berbeda. Pagi ini, Ase mendapar kabar KM Zahro terbakar.Belum selesai Ase bercerita, ia kehilangan kesadaran.Tubuhnya terjatuh begitu saja ke bangku di ruang tunggu. Soni dan beberapa orang lainnya berusaha menjaga keseimbangan Ase.Setelah tersadar, Adrian Purwadihadja, salah satu dokter IGD, berusaha menenangkan Ase. Adrian mengajak Ase untuk menunggu di dalam ruangan, namun Ase menolak.""Tidak mau ke dalam. Saya di sini saja. Luka gak masalah pak. Yang penting anak saya dapat selamat,"" tutur Ase. ""Ibu berdoa ya. Saya mau pergi dulu mencari anak ibu,"" ucap Soni.Kapal  Zahro Express yang berisi ratusan penumpang itu sedianya akan berlabuh di Pulau Tidung, Kepulauan Seribu.Para penumpang adalah wisatawan yang ingin berlibur pada awal tahun 2017 ini. Namun, dalam perjalanan ke Pulau Tidung, kapal terbakar saat posisinya sedang di tengah laut.Mereka sudah dievakuasi ke kapal lain dan dibawa ke daratan. Sementara itu, petugas di lokasi masih mencari tahu lebih lanjut apa penyebab kapal itu terbakar.Berdasarkan data yang dilansir Badan Nasional Penanggulangan Bencana (BNPB) terdapat 23 orang korban meninggal dunia. Selain itu, ada belasan penumpang lain yang masih hilang, luka-luka, dan selamat pulang ke kediaman masing-masing. "
2017,1,1,http://megapolitan.kompas.com/read/2017/01/01/21330431/timses.agus-sylvi.akan.jelaskan.status.jamran.kepada.polda.metro,"JAKARTA, KOMPAS.com - Ketua tim kampanye pasangan calon gubernur-calon wakil gubernur DKI Jakarta, Agus Harimurti Yudhoyono-Sylviana Murni, Nachrowi Ramli mengatakan, pihaknya akan menjelaskan kepada Polda Metro Jaya bahwa tersangka dugaan kasus makar  Jamran bukan bagian dari tim sukses mereka.""Sebagai ketua tim saya menyampaikan bahwa jika itu disampaikan oleh lembaga resmi (Polda Metro Jaya) maka sudah barang tentu kami akan sampaikan informasi ini dengan baik,"" ujar Nara, sapaan Nachrowi, di Posko Pemenangan Agus-Sylvi, Wisma Proklamasi 41, Menteng, Jakarta Pusat, Minggu (1/1/2017) malam.Nara akan menunjukkan formulir BC1KWK tentang daftar nama tim kampanye pemilihan gubernur dan wakil gubernur 2017 yang didaftarkan ke Komisi Pemilihan Umum (KPU) DKI Jakarta. Dalam daftar tersebut tidak tercantum nama Jamran.""Cara kami adalah akan kami sampaikan bahwa ada data (formulir daftar nama tim kampanye) di kami yang merupakan payung hukum bagi kami,"" kata dia.Nara menegaskan bahwa Jamran bukan bagian dari tim sukses mereka. Jamran hanyalah seorang anggota tim relawan.""Yang benar adalah memang saudara Jamran termasuk anggota salah satu dari 24 relawan yang terdaftar di KPU. Di dalam organisasi relawan itu, yang bersangkutan hanya sebagai anggota, bukan ketua atau sekretaris,"" ucap Nara.Kabid Humas Polda Metro Jaya Kombes Argo Yuwono sebelumnya mengatakan Jamran merupakan tim sukses Agus-Sylvi. Hal itu diketahui dari pemeriksaan Gde Sardjana (suami Sylvi) yang disebut memberikan uang kepada Jamran pada Jumat (30/12/2016).Hingga saat ini, setidaknya sudah ada 30 saksi yang diperiksa terkait kasus dugaan makar. Dari 11 orang yang ditangkap pada 2 Desember 2016, tujuh di antaranya disangka akan melakukan upaya makar.Mereka adalah Kivlan Zein, Adityawarman, Ratna Sarumpaet, Firza Huzein, Eko, Alvin Indra, Rachmawati Soekarnoputri, Jamran, dan Rizal Khobar. Hatta Taliwang juga belakangan disangkakan terlibat dalam kasus yang sama.Mereka dijerat dengan Pasal 107 jo Pasal 110 tentang makar dan pemufakatan jahat."
2017,1,1,http://nasional.kompas.com/read/2017/01/01/21272341/usai.tinjau.tol.brexit.menhub.klarifikasi.terbakarnya.zahro.express,"JAKARTA, KOMPAS.com - Usai meninjau kesiapan dan kondisi lalu lintas di gerbang tol Keluar Brebes Timur atau yang dikenal dengan nama Brexit, Menteri Perhubungan Budi Karya Sumadi langsung memanggil stakeholder (pemangku jabatan) terkait terbakarnya kapal penumpang KM  Zahro Express, Minggu (1/1/2017).Termasuk dugaan kelebihan penumpang, korsleting listrik, standar pengamanan, sertifikasi, dan lain-lain.""Namun demikian, sekarang tim dari Kemenhub sedang melakukan suatu penelusuran dengan apa yang terjadi sekarang,"" kata Budi, saat ditemui wartawan di Bandara Halim Perdanakusumah, Jakarta Timur, Minggu (1/1/2017).Budi sendiri mengaku sudah mendapat informasi bahwa Kemenhub telah menerbitkan izin berlayar kapal yang mengangkut ratusan orang tersebut.Adapun surat izin berlayar dikeluarkan oleh Kantor Kesyahbandaran dan Otoritas Pelabuhan Muara Angke pada Minggu pagi. Budi belum mau berbicara banyak perihal peristiwa ini.""Karena informasinya masih simpang siur, saya belum berani mengatakan apa gitu. Karena kalau informasi yang saya sampaikan ternyata salah, bisa membuat masalah juga,"" kata Budi.Kapal Zahro Express terbakar saat beranjak dari salah satu pelabuhan di Muara Angke menuju Pulau Tidung, Kepulauan Seribu.Penumpang kapal tersebut merupakan wisatawan yang hendak menghabiskan masa liburan awal tahun 2017 dengan rekreasi ke Pulau Tidung, Kepulauan Seribu.Berdasarkan data Badan Nasional Penanggulangan Bencana (BNPB), ada 23 orang meninggal dunia akibat kebakaran Kapal Motor (KM) Zahro Express pada Minggu pagi.Jumlah penumpang yang dinyatakan hilang ada 17 orang, sedangkan jumlah korban yang mengalami luka ada 17 orang.Adapun 194 penumpang yang dipastikan selamat. Terkait hal ini, Kemenhub akan berkoordinasi dengan stakeholders yang kompeten.""Kami akan sungguh-sungguh melaksanakan pelayanan, menyelesaikan permasalahan dengan sebaik-baiknya agar para keluarga korban bisa mendapatkan korban dengan benar dan pasti,"" kata Budi. "
2017,1,1,http://nasional.kompas.com/read/2017/01/01/21193731/polri.terjunkan.tim.polair.selidiki.kebakaran.kapal.zahro.express,"JAKARTA, KOMPAS.com – Kadiv Humas Polri Irjen Pol Boy Rafli Amar mengatakan, tim Direktorat Kepolisian Air telah diterjunkan untuk menyelediki insiden terbakarnya kapal penumpang  Zahro Express, Minggu (1/1/2017) pagi. Akibat peristiwa tersebut, 22 orang dilaporkan meninggal dunia.“Penyelidikan oleh Direktorat Pol Air dilaksanakan. Tim DVI juga sudah bekerja membantu proses identifikasi korban,” kata Boy dalam pesan singkat, Minggu malam.Ia menambahkan, saat ini jenazah telah dievakuasi ke Rumah Sakit Polri Kramat Jati untuk menjalani proses identifikasi oleh tim Disasster Victims Investigation (DVI) Polri. Sementara, penyebab utama kebakaran masih didalami. “Info sementara adanya percikan api dari bagian bawah,” ujarnya.Sebelumnya, Badan Nasional Penanggulangan Bencana menyebut ada 23 korban tewas akibat terbakarnya kapal. Namun, tiga jenazah sudah berhasil diidentifikasi.Kapal Zahro Express terbakar saat beranjak dari salah satu pelabuhan di Muara Angke menuju Pulau Tidung, Kepulauan Seribu, Minggu (1/1/2017) pagi.Penumpang kapal tersebut merupakan wisatawan yang hendak menghabiskan masa liburan awal tahun 2017 dengan rekreasi ke Pulau Tidung, Kepulauan Seribu.Penyebab terbakarnya kapal masih terus diselidiki. Untuk sementara, Kementerian Perhubungan menduga penyebab terjadi kebakaran adalah akibat korsleting listrik di ruang mesin."
